id,name,brewery_id,state,country,style,availability,abv,notes,retired
127795,Granola Brown Ale,34658,CT,US,American Brown Ale, Year-round,5.5,"Before a big pig roast we love to go on a long hike to get the blood flowin’ and our stomachs ready for a serious feast. to keep us going we pack a few bags of crunchy granola. then it came to us! granola brown allows us to have the best of both worlds- a refreshing brew with all the wonders of our delicious granola! take this beer on your next hike or hike one up to your lips for a satisfying energy packed libation. don’t want to pair your beer with a hike? try our granola brown with a nutty alpine cheese like springbrook tarentaise, comte or gruyere.",f
150504,R2 Koelschip,27917,PA,US,American Wild Ale, Year-round,4.2,No notes at this time.,f
72101,Single Brew Stout,23480,,AU,English Stout, Limited (brewed once),5.1,No notes at this time.,t
262501,SHB: Simcoe,44082,MO,US,American IPA, Rotating,7,No notes at this time.,f
128757,VaJaHa,35617,MI,US,American Blonde Ale, Rotating,5.5,No notes at this time.,f
252161,Cascade,24075,CO,US,Belgian Saison, Rotating,6.6,Cascade dry hopped Belgian style sour ale,f
88155,Rare Form,30379,CA,US,Belgian Quadrupel (Quad), Rotating,12.7,No notes at this time.,f
293809,To The Yard (peach),44082,MO,US,American IPA, Rotating,6.8,No notes at this time.,f
191496,6 Foot 5 IPA,35402,,NZ,American IPA, Year-round,6.5,No notes at this time.,f
2411,Mahr's Weisse,428,,DE,German Hefeweizen, Year-round,4.9,No notes at this time.,f
112681,Dark Side Of The Moo,33429,MI,US,English Sweet / Milk Stout, Rotating,5,No notes at this time.,f
121563,Permanent Midnight (imperial Porter),18089,MD,US,American Porter, Limited (brewed once),6.5,No notes at this time.,t
207429,Imperial Lakta Coffee,34495,IL,US,English Sweet / Milk Stout, Rotating,10,No notes at this time.,t
44077,Niksicko Tamno,12226,,RS,German Schwarzbier, Year-round,6.2,No notes at this time.,f
312920,Acrobat DIPA,47521,MA,US,American Imperial IPA, Rotating,8.1,No notes at this time.,f
20145,Second Hand Smoke,987,CO,US,German Rauchbier, Rotating,3.8,No notes at this time.,f
144417,Oud Bruin (Cherry),22157,OH,US,Flanders Oud Bruin, Rotating,4.8,No notes at this time.,f
130616,Holy Cowbell,30471,GB2,GB,American Black Ale, Rotating,5.6,No notes at this time.,f
207931,Other Half/Burial - Diamond Mausoleum,33510,NY,US,American Black Ale, Limited (brewed once),7.5,Cascadian Dark Ale,t
280248,Amore Achromatic,38773,CO,US,American Imperial Stout, Limited (brewed once),10.4,No notes at this time.,t
30313,Summer Ale,3062,NC,US,German Kristalweizen, Summer,4.5,No notes at this time.,f
145514,Crabby Bill's Ale,978,CA,US,American Amber / Red Ale, Rotating,5.2,No notes at this time.,t
2302,Railbender Ale,754,PA,US,Scottish Ale, Year-round,6.8,"Erie Brewing Company flagship beer features a deep malt flavor, caramel sweetness lingering in a soft hop flavor. Dark Amber.",f
317854,Karma,43892,,RO,American Imperial IPA, Rotating,8.5,No notes at this time.,f
185944,Royal Roots English-Style Porter,30230,IA,US,English Porter, Limited (brewed once),5.7,No notes at this time.,t
209357,Seth Lager,10546,,FI,European Pale Lager, Rotating,4.7,No notes at this time.,f
232086,Research Series Lush #2,39297,VT,US,American Imperial IPA, Limited (brewed once),5.8,No notes at this time.,t
101414,Anfernee,24134,SC,US,British Barleywine, Limited (brewed once),8,No notes at this time.,t
88660,NevaRRaven,23246,,NZ,American Black Ale, Limited (brewed once),10,No notes at this time.,t
309320,Limb From Limb,18858,BC,CA,Rye Beer, Limited (brewed once),7,In a time of spooks and ghouls and jack-o-lanterns arrives a new jack in town…,f
105912,Vienna Lager,31339,NM,US,Vienna Lager, Year-round,4.5,No notes at this time.,f
95970,De Rokerij,27020,GB2,GB,Smoke Beer, Limited (brewed once),4.9,No notes at this time.,t
25408,Clearwater Light,1932,VA,US,American Light Lager, Year-round,3.6,No notes at this time.,t
105418,Pawpaw Lambic,1170,IN,US,Belgian Fruit Lambic, Limited (brewed once),4.5,No notes at this time.,t
312161,Kaleidoscope Golden Strong Ale,4950,CA,US,Belgian Strong Pale Ale, Rotating,7.7,No notes at this time.,f
328995,Kava,46725,TX,US,European Dark Lager, Limited (brewed once),3.4,No notes at this time.,f
331475,Tuesday (2018),35412,FL,US,American Imperial Stout, Limited (brewed once),4.6,Maple barrel-aged cinnamon hazelnut imperial stout,f
73447,Schlafly Rye Bock,583,MO,US,German Bock, Limited (brewed once),7,Brewed exclusively for Whole Foods,t
327774,Rocket Shed,51308,,AU,German Märzen / Oktoberfest, Rotating,5.8,No notes at this time.,f
32550,Pooh Bah Porter,1784,NC,US,English Porter, Year-round,6.4,No notes at this time.,t
265425,Belgian,48165,NH,US,Belgian Pale Ale, Year-round,6.5,No notes at this time.,f
101276,Liberty Station IPA,147,CA,US,American IPA, Rotating,7.5,No notes at this time.,f
43006,Sage On Saison,4410,CA,US,Belgian Saison, Rotating,5,No notes at this time.,t
23234,Roggen,971,LA,US,German Roggenbier, Limited (brewed once),2.9,No notes at this time.,t
101274,Brett Pale Ale,32922,CA,US,American Pale Ale (APA), Year-round,5,No notes at this time.,f
370576,Curly Tail Ale,46324,NY,US,Belgian Strong Dark Ale, Rotating,8,No notes at this time.,f
165604,Marzen,36817,IL,US,German Märzen / Oktoberfest, Rotating,5.2,No notes at this time.,f
36564,Marzen Original,6074,,DE,German Märzen / Oktoberfest, Year-round,5.3,No notes at this time.,t
168777,Time Out Dry Irish Stout,36587,FL,US,Irish Dry Stout, Rotating,4.7,No notes at this time.,f
356782,Visions of Delight,41542,PA,US,English Extra Special / Strong Bitter (ESB), Rotating,4.9,No notes at this time.,f
202703,Helles,29911,CA,US,German Helles, Rotating,2.8,No notes at this time.,f
223705,NY Local Weiss German Style Wheat Ale,99,NY,US,American Pale Wheat Ale, Summer,5.2,No notes at this time.,f
336421,Vanilla Bean Milk Stout,52345,CA,US,English Sweet / Milk Stout, Year-round,5.5,No notes at this time.,f
201440,Homefield 6,32065,MA,US,American Pale Ale (APA), Limited (brewed once),4,No notes at this time.,t
233668,Gotlandsdrika,9897,MI,US,Finnish Sahti, Limited (brewed once),6.5,No notes at this time.,t
252979,L'Euphoria,42975,CA,US,American IPA, Rotating,7,No notes at this time.,f
87709,Imperial Super Guy,30386,ON,CA,American Imperial IPA, Year-round,9.1,"ISG is the granddaddy of our Rye Guy IPA. More grain! More hops! The result is an incredibly flavourful, yet balanced Imperial IPA. There is a big malt flavour up front which presents in the form of rich caramel and serves to balance the high bitterness of a beer weighing in at 90 IBUs. The result is a nice, lingering, spicy taste on the tongue. And at 9.1% ABV, this is definitely going to make you super!",f
89031,Head High - Mango,26676,NJ,US,American IPA, Limited (brewed once),6.5,No notes at this time.,t
309261,Hard Rollin',31221,GB2,GB,American IPA, Rotating,7,No notes at this time.,f
86566,Muskoka Twice As Mad Tom IPA,661,ON,CA,American Imperial IPA, Year-round,8.4,"While the legend of Mad Tom is laden with mystery and intrigue, one thing remains clear - Mad Tom did things his own way. Twice as Mad Tom is an aggressively twice dry-hopped Imperial India Pale Ale, that delivers a definitive hop aroma and unabashedly big bold flavor. We brew this beer with the road less traveled in mind, and in the spirit of old Mad Tom, we make no bones about it.",f
199646,Smooth Cran Job,34735,SD,US,American Blonde Ale, Rotating,5.7,Cranberry Blonde Ale,f
87298,High Carb Ale,28859,,NZ,American Strong Ale, Limited (brewed once),7.3,No notes at this time.,t
133066,Burnout Brown,36193,IA,US,American Brown Ale, Year-round,5,"Nut up and dump the clutch! Our American brown ale will get you ready to roll! It's dry, smooth and easy to drink. Clean on the pallet yet filled with caramel flavors that are balanced with hops. Crystal 60 & chocolate malts balanced with caramelized sugars give it a deep malt flavor. It's approachable for light beer drinkers and not too bitter.",f
196638,Derivative: Citra,33482,RI,US,American Pale Ale (APA), Rotating,6,No notes at this time.,f
104431,Ok2berfest,30437,CT,US,German Märzen / Oktoberfest, Fall,5.8,Modeled after the classic “Marzenbier” (pronounced “maer-tsen beer”) Octoberfest style that was traditionally the beer served at the Munich Oktoberfest. This is the classic amber lager.,f
341040,Spring Pale Ale,23052,IA,US,American Pale Ale (APA), Limited (brewed once),5.6,Throwback original California-style pale ale. Brewed with Magnum and loads of Cascade hops for a piney and grapefruity finish. Perfect accompaniment for grilled steaks and roasted vegetables.,f
199936,Crosby Pale,2563,,AU,American Pale Ale (APA), Limited (brewed once),5,No notes at this time.,t
134857,Chosin Reservoir Pilsener,32478,PA,US,German Pilsner, Rotating,5.3,No notes at this time.,f
270497,Clarity FLX IPA,24102,NY,US,American IPA, Rotating,6.2,No notes at this time.,f
315991,Zed's In NJ - Pale 42,49460,NJ,US,American Pale Ale (APA), Rotating,5,No notes at this time.,f
247982,Seven Eight Nine,30623,CO,US,Baltic Porter, Rotating,8.1,No notes at this time.,f
269559,Crew X 8.0,29780,,DE,American Black Ale, Rotating,6.8,No notes at this time.,f
83330,Vecchia Bastarda,15938,,IT,Fruit and Field Beer, Year-round,8.6,No notes at this time.,f
80084,Summer Saison,22276,GB2,GB,Belgian Saison, Summer,8,No notes at this time.,f
259063,Oops! I Mangoed My Pants!,39356,NY,US,American IPA, Rotating,7.5,Oops! I Mangoed My Pants! takes a twist on one of our favorite recipes by adding a boatload of mangoes (over 450 lbs of mangoes) and an extra dry-hop addition on New Zealand hops.,f
111631,Blunderbuss 2007,14,MA,US,American Barleywine, Limited (brewed once),11.5,No notes at this time.,t
90572,"Blunderbuss Barleywine 2012, Bourbon Barrel / Dry-hop Blend",14,MA,US,American Barleywine, Limited (brewed once),13,No notes at this time.,t
30882,Dually,5605,CO,US,American Imperial IPA, Rotating,2.5,No notes at this time.,t
198063,Crystal Ruby,37682,GB7,GB,American Amber / Red Ale, Rotating,4.2,No notes at this time.,f
285841,First Batch Pale Ale,32600,FL,US,American Pale Ale (APA), Limited (brewed once),5.7,No notes at this time.,t
114207,Peach On The Beach (Sex On The Peach),31974,FL,US,Belgian Saison, Limited (brewed once),6,No notes at this time.,t
261843,Temporal Oatmeal IPA,27179,ID,US,American IPA, Rotating,5,No notes at this time.,f
264205,Bohemian Rye Pilsner,47264,MN,US,Rye Beer, Year-round,4.7,No notes at this time.,f
3974,Ambrée,771,QC,CA,American Amber / Red Ale, Year-round,5.5,No notes at this time.,t
296704,Makimwe IPA,43590,WA,US,American IPA, Rotating,6.1,No notes at this time.,f
217584,Tony Goes Dancing,29556,CT,US,American Imperial IPA, Limited (brewed once),8,"American Double IPA. Hazy and soft with notes of grapefruit and melon, this beer is brewed with six types of American and New Zealand hops.",t
179138,Virginia's Own (Ghost 225),31535,VA,US,American Pale Ale (APA), Rotating,8.2,No notes at this time.,f
332682,Black,44103,,NL,English Sweet / Milk Stout, Limited (brewed once),10.5,No notes at this time.,f
147238,BA X Imperial Stout Black Spirit Bourbon Barrel Ed,13307,5.6,DK,American Imperial Stout, Limited (brewed once),15,No notes at this time.,t
322552,Buse à Queue Rousse,44822,QC,CA,American Amber / Red Ale, Rotating,5.8,No notes at this time.,f
48586,Irish Stout,5329,OR,US,Irish Dry Stout, Spring,4.1,No notes at this time.,f
131668,Anise Midnight,21631,MO,US,American Black Ale, Rotating,4.8,Formerly Anise BIPA,t
77012,Woolly Bugger,11977,BC,CA,British Barleywine, Winter,11,No notes at this time.,f
170389,Mankini,24300,NY,US,American IPA, Rotating,2.7,IPA brewed with blueberries,f
337327,Pineapple Great Return,48380,VA,US,American Pale Ale (APA), Rotating,7.2,No notes at this time.,f
14544,Czar's Tar Imperial Stout,1972,CA,US,Russian Imperial Stout, Rotating,9,No notes at this time.,t
181201,The Snuffler,41165,PA,US,American IPA, Year-round,6,No notes at this time.,f
327879,Brewer's ExperimentALE #67: 1917 Crystal AK,31901,MN,US,English Pale Mild Ale, Limited (brewed once),4.3,No notes at this time.,f
50511,Happy Way IPA,4410,CA,US,American IPA, Limited (brewed once),5.75,No notes at this time.,t
246302,Michelada,31805,FL,US,American Blonde Ale, Limited (brewed once),5,No notes at this time.,t
231892,Passion,39101,OH,US,Belgian IPA, Rotating,6.2,No notes at this time.,f
277611,Full Shade,4063,KS,US,American IPA, Rotating,6,Brewed with guava and Waimea hops,f
57549,Beverwyck Black,1619,NY,US,American Stout, Limited (brewed once),5.4,No notes at this time.,t
310552,Daymer,31831,GB2,GB,American Pale Ale (APA), Limited (brewed once),3.8,No notes at this time.,f
81953,Rum Raisin Stout,28559,CO,US,American Stout, Year-round,8.1,No notes at this time.,t
103425,Succubus,32514,CO,US,Belgian Strong Pale Ale, Rotating,8.52,No notes at this time.,f
327195,Bud Light Lime Grape-Fruit-Rita,29,MO,US,American Malt Liquor, Rotating,8,No notes at this time.,f
209347,Schmidts & Grins,42750,ID,US,German Doppelbock, Rotating,7.8,No notes at this time.,f
80837,Black Pearl IPA,1889,NY,US,American Black Ale, Limited (brewed once),8,No notes at this time.,t
279848,YCH Collab Session IPA,35764,CO,US,American IPA, Limited (brewed once),5,No notes at this time.,t
334001,Kwas Jota,29347,,PL,American Wild Ale, Rotating,5.1,No notes at this time.,f
342985,Lubuskie Celtyckie,5504,,PL,European Dark Lager, Rotating,4.5,No notes at this time.,f
286571,SenorWITa,33939,OH,US,Belgian Witbier, Limited (brewed once),4,No notes at this time.,t
347544,Bridges To Burn,42357,KY,US,American IPA, Limited (brewed once),4.7,"Hazy session IPA hopped with Mosaic, Citra, and Lemon drop.",f
124735,Sawdust City / Bar Hop The Berlin Decision,26774,ON,CA,Berliner Weisse, Limited (brewed once),6.5,No notes at this time.,t
191292,Milchkaffee,287,MI,US,English Sweet / Milk Stout, Limited (brewed once),5.5,No notes at this time.,t
155247,Limmat Bräu,14679,,CH,European Pale Lager, Year-round,4.8,No notes at this time.,f
273077,Devil's Teeth - Bourbon Barrel-Aged With Almonds And Cocoa Nibs,31987,CA,US,English Old Ale, Limited (brewed once),11,No notes at this time.,t
1889,Snow Cap,403,WA,US,Winter Warmer, Winter,7,"Deep mahogany in color, our full-bodied winter warmer is brewed in the spirit of British winter ales. Crafted with a flurry of roasted chocolate and caramel malts, and generously hopped, it delivers a smooth finish that makes this beer the perfect cold weather companion.",f
304970,Thymus,45078,,ES,Belgian Witbier, Year-round,4.2,No notes at this time.,f
309388,Travel By Map,36754,CA,US,American Imperial IPA, Limited (brewed once),9.4,No notes at this time.,f
9943,Hopshot IPA,1104,AZ,US,American IPA, Year-round,4.6,No notes at this time.,f
339353,Big Jim,51052,FL,US,California Common / Steam Beer, Rotating,5,No notes at this time.,f
24329,Dominion Kristall Weizen,402,DE,US,German Kristalweizen, Limited (brewed once),3.8,No notes at this time.,t
112846,Box Car Brown (Wine Barrel Aged),15636,OR,US,American Brown Ale, Limited (brewed once),6,No notes at this time.,t
217776,Brown Ale Con Agave,44527,,MX,English Brown Ale, Year-round,5.9,No notes at this time.,f
94893,Pro-Am Series No. 6 - Mutineer,15435,ON,CA,American Imperial Pilsner, Limited (brewed once),8,No notes at this time.,t
80780,Sommerweizen,25053,WA,US,German Kristalweizen, Rotating,5,"Sound's Sommerweizen is a classic example of the Kristallweizen style that was born in the alpine regions of Germany and Austria. Crystal clear and clean with a delicate aroma of wheat and spice, Sommerweizen has a long lasting creamy head, and is refreshing, yet satisfying and full of flavor.",t
288679,Double Dry Hopped Ain't Nothing Nice,33510,NY,US,American IPA, Rotating,6.2,"DDH Ain’t Nothing Nice IPA is a our double dry hopped Galaxy, Mosaic and Simcoe IPA.",f
326069,Road Triple,30482,QC,CA,Belgian Tripel, Rotating,9,No notes at this time.,f
19143,Cream Ale,885,MD,US,American Cream Ale, Summer,4.8,No notes at this time.,t
352889,The Steel Wheels,16352,VA,US,English Extra Special / Strong Bitter (ESB), Rotating,5.5,No notes at this time.,f
20776,Bila Nich,9056,,UA,Herb and Spice Beer, Year-round,5,No notes at this time.,f
264741,Winter Blonde,45083,VA,US,Belgian Blonde Ale, Rotating,7,No notes at this time.,f
173902,Raiders Ghost IPA,26933,VA,US,American Imperial IPA, Limited (brewed once),9.2,Formerly known as Mosby's Ghost,t
140792,HaseWeizen,35337,WI,US,German Hefeweizen, Rotating,6.1,No notes at this time.,t
204360,Tierra De Frontera,43431,,ES,American Pale Ale (APA), Year-round,4.5,No notes at this time.,f
48212,San Gabriel Ambra Rossa Di Treviso,19131,,IT,Fruit and Field Beer, Year-round,5.5,No notes at this time.,f
249711,The 'Murican Dream,31066,TX,US,American IPA, Rotating,6.4,No notes at this time.,f
172408,Bourbon Barrel Raspberry Stout,26753,VA,US,American Imperial Stout, Spring,12.4,No notes at this time.,f
12476,Hefeweizen With Lemon,5406,CA,US,German Hefeweizen, Year-round,3.7,No notes at this time.,t
82797,Radical Road,11082,GB6,GB,American Pale Ale (APA), Year-round,6.4,No notes at this time.,f
188373,Batch 100,32601,MI,US,American Wheatwine Ale, Limited (brewed once),9.5,No notes at this time.,t
157656,Belmonter Weisse (Apricot),37448,CA,US,Berliner Weisse, Limited (brewed once),4.2,No notes at this time.,t
349103,G'Day Gummy,38311,IL,US,American IPA, Rotating,6.2,No notes at this time.,f
339801,Drink It Down Pecan Brown,42207,FL,US,American Brown Ale, Limited (brewed once),5.8,No notes at this time.,f
374004,TIME WARP CITRA IPA,51538,PA,US,American IPA, Rotating,6,No notes at this time.,f
155232,Cool Beans Imperial Coffee Porter,29402,MN,US,American Imperial Porter, Rotating,9.1,No notes at this time.,f
200239,Royal Dutch Post Horn 16%,37859,,NL,American Malt Liquor, Year-round,16,No notes at this time.,f
294007,Vink Heerlijk,46855,,NL,Rye Beer, Year-round,6.2,No notes at this time.,f
272793,Kumquat Margarita Gose,42323,FL,US,Leipzig Gose, Limited (brewed once),4,No notes at this time.,t
65966,Irlandzkie Mocne,5512,,PL,Irish Dry Stout, Year-round,6,No notes at this time.,f
269258,Mörsugur,618,ON,CA,Scottish Gruit / Ancient Herbed Ale, Limited (brewed once),7.3,No notes at this time.,t
280973,Socrates Coffee IPA,31228,TX,US,American Black Ale, Rotating,6.5,No notes at this time.,f
221119,Barrell Aged Cobaltic Porter,33824,CA,US,American Porter, Limited (brewed once),9,No notes at this time.,t
208600,Sauron's Nightlight,40326,MA,US,American Porter, Rotating,8,No notes at this time.,f
91916,St. Dekkera Reserve: Sour Apricot Ale,36757,IL,US,American Wild Ale, Limited (brewed once),3.7,No notes at this time.,t
144934,Pumpkin Ale,16086,SC,US,Fruit and Field Beer, Fall,3.7,No notes at this time.,f
229703,Kuhnhenn Dawn Treader,2097,MI,US,American Blonde Ale, Limited (brewed once),5,No notes at this time.,t
213249,Mlado Pivo,12477,,MK,German Kellerbier / Zwickelbier, Year-round,3.7,No notes at this time.,f
137993,Super Stout Coffee Stout,651,NY,US,English Oatmeal Stout, Rotating,4.9,Oatmeal Stout conditioned with Sumatra Coffee.,f
60129,Blonde Ale,13446,WY,US,American Blonde Ale, Year-round,5,"Wind River Blonde Ale is a pale golden beer that is lively, light and refreshing. It is the first bere to be packaged in a can in the State of Wyoming.",f
333002,Mad Seditious,32931,CA,US,American Wild Ale, Rotating,7.9,No notes at this time.,f
256811,Bergen County Bull Stout 2016,29850,NJ,US,American Imperial Stout, Limited (brewed once),10.5,Bergen County Bull Stout 2016 aged in Heaven Hill Bourbon barrels. ,t
164245,Inisfada,32406,NY,US,Irish Red Ale, Spring,6.5,No notes at this time.,f
325658,Good Old Geoff,35210,CA,US,English Pale Mild Ale, Rotating,3.9,No notes at this time.,f
218295,"Pomegranate, Ginger & Tangerine Blonde (Ghost 296)",31535,VA,US,American Blonde Ale, Limited (brewed once),7.4,No notes at this time.,t
328184,6th Anniversary Chardonnay Barrel Aged Quad,28569,IL,US,Belgian Quadrupel (Quad), Limited (brewed once),9.8,No notes at this time.,f
93344,ALS Hoppy Session Ale,98,MA,US,American Pale Ale (APA), Limited (brewed once),3.7,No notes at this time.,t
210279,Old #19,25712,MO,US,American Dark Wheat Ale, Winter,5.3,No notes at this time.,f
70866,Whiskey Barrel Aged Saison,130,CO,US,Belgian Saison, Limited (brewed once),6,No notes at this time.,t
346714,BrutAle Death Metal,37448,CA,US,American Brut IPA, Rotating,8.7,No notes at this time.,f
270277,Muga Joe Double Coffee Stout,40982,CT,US,American Stout, Rotating,8,No notes at this time.,f
342506,Gąska Beerbinka,52648,,PL,Leipzig Gose, Rotating,5,No notes at this time.,f
84948,Tripel,848,CO,US,Belgian Tripel, Year-round,8.4,"A golden, richly aromatic beer that’s high in nuance, low on fuss. Clean, dry, and biscuity with a dense, snow white head. Gezondheid!",f
83923,Hop Project #66,9020,TN,US,American IPA, Limited (brewed once),3.7,No notes at this time.,t
235500,I Am The Knight,29757,FL,US,European Dark Lager, Rotating,5.3,No notes at this time.,f
76000,Blackberry Infused Jamaica Red,266,CA,US,Fruit and Field Beer, Limited (brewed once),6.5,No notes at this time.,t
354892,Fire Knife,51641,NC,US,American Imperial IPA, Rotating,9.7,No notes at this time.,f
278327,Tanger,32110,,BR,Belgian Witbier, Year-round,4,No notes at this time.,f
332402,Fonta Flora / Half Acre - Wolf Spit,33145,NC,US,Baltic Porter, Rotating,8.5,Baltic Porter brewed with hickory bark.,f
209790,Simple Joule,43735,TX,US,American Imperial Stout, Rotating,10,No notes at this time.,f
32865,Wheat Beer,14660,TX,US,American Pale Wheat Ale, Year-round,3.8,No notes at this time.,t
318314,Lupy,42561,FL,US,American Imperial IPA, Rotating,9,No notes at this time.,f
282454,Laced With Passion,42756,IL,US,Leipzig Gose, Rotating,3.9,No notes at this time.,f
225552,Wee Heavy,34159,FL,US,Scotch Ale / Wee Heavy, Rotating,9.4,No notes at this time.,f
228642,Signature Single Hop IPL,31492,CT,US,American Lager, Rotating,6.8,No notes at this time.,f
280191,Cathedral Grove California Common,44672,BC,CA,American Blonde Ale, Rotating,5,No notes at this time.,f
203455,5th Ocean Belgian Blonde,23305,,RU,Belgian Blonde Ale, Year-round,6,No notes at this time.,f
43353,Coney Island Human Blockhead,27114,NY,US,German Doppelbock, Rotating,10,"""Imperial American Bock""",t
357770,History and Tradition,44768,MA,US,Smoke Beer, Rotating,5.6,No notes at this time.,f
337580,Hirschau 1812 Original,6160,,DE,German Helles, Year-round,4.5,No notes at this time.,f
219474,Falling Squirrel Project #6,43181,NY,US,American IPA, Rotating,7.3,No notes at this time.,f
262826,Dopamine Double IPA,2104,,US,American Imperial IPA, Rotating,7.74,No notes at this time.,f
297913,Juicy Jay - Barrel-Aged,43546,NC,US,American IPA, Limited (brewed once),6.3,No notes at this time.,t
16767,Bali Hai Premium,9275,,ID,American Adjunct Lager, Year-round,5,No notes at this time.,f
87860,Fantasia Reserve,19866,OR,US,American Wild Ale, Limited (brewed once),5.75,No notes at this time.,t
18675,Rengakan Beer,9209,,JP,German Altbier, Year-round,4,No notes at this time.,t
329773,Civil Works,33926,VA,US,American Lager, Rotating,4.3,No notes at this time.,f
225769,Sigtuna Imperial Porter,14439,,SE,Baltic Porter, Limited (brewed once),8,No notes at this time.,t
168563,Pale Duke,35583,GB6,GB,English India Pale Ale (IPA), Limited (brewed once),4,No notes at this time.,t
175570,Amarillo Single Hop Pale Ale,20658,WA,US,American Pale Ale (APA), Limited (brewed once),6,No notes at this time.,t
156548,Pedavena Speciale 110,9076,,IT,Bohemian Pilsener, Year-round,5.9,No notes at this time.,f
48194,Belhaven Scottish Stout,148,GB6,GB,English Stout, Year-round,7,No notes at this time.,f
359465,To Helles and Bock,41240,OH,US,German Maibock, Limited (brewed once),6.7,No notes at this time.,f
65672,Carbone,23196,,IT,English Stout, Year-round,5,No notes at this time.,f
252126,Fernetical,24803,MA,US,Herb and Spice Beer, Limited (brewed once),11,No notes at this time.,t
211646,Clear Sky Creamsicle,33530,OH,US,American Cream Ale, Rotating,5,Clear Sky Cream Ale infused with fresh orange and vanilla bean.,f
329608,Long-Range Pils,30128,TX,US,German Pilsner, Year-round,4.8,No notes at this time.,f
243081,Big Wake,35857,NH,US,American IPA, Rotating,5.7,No notes at this time.,f
93918,Dat Moi,28657,CA,US,American Lager, Limited (brewed once),4.8,No notes at this time.,t
79047,Kismet Saison,16859,NY,US,Belgian Saison, Year-round,5.25,No notes at this time.,f
338494,Rhye Pale Ale,39898,OH,US,Rye Beer, Year-round,5.5,No notes at this time.,f
242074,Annabelle,24428,MO,US,Belgian Saison, Rotating,6.5,No notes at this time.,f
74763,Pardon You,1337,CA,US,American Pale Ale (APA), Rotating,5.7,No notes at this time.,f
250766,Gridlock,46926,VA,US,American Blonde Ale, Year-round,5.6,No notes at this time.,f
190981,Göller Weizenbock,1488,,DE,German Weizenbock, Winter,7,No notes at this time.,f
198302,Gweilo IPA,43012,,HK,American IPA, Rotating,4.8,"Gweilo IPA is brewed with European malt and a secret blend of South Pacific and American hops. It is intensely dry hopped throughout fermentation to create a fresh, vibrant and unique session ale, delivering a smooth hit of tropical hops with a crisp, satisfying finish.",f
103991,Tea Bagged Overrated,13014,MN,US,American IPA, Limited (brewed once),6.5,No notes at this time.,t
237928,Toque And Mitts,38902,NB,CA,British Barleywine, Rotating,2,No notes at this time.,f
127728,Yvan The Great: Belgian-Style Blonde (Beer Camp Across America),140,CA,US,Belgian Blonde Ale, Limited (brewed once),6.3,"As longtime friends, Russian River brewmaster Vinnie Cilurzo and our own Brian Grossman are no strangers to brewing experiments. While looking for inspiration for this collaboration, Vinnie and Brian decided to honor the creations of legendary Belgian brewer Yvan De Baets with their own hop-forward American-Belgian mash-up.",t
323109,Brewhouse Rarities: Mimosa Beer,68,MD,US,Fruit and Field Beer, Rotating,5.2,No notes at this time.,f
238399,Helles In Wonderland,43352,CO,US,German Helles, Rotating,5.2,No notes at this time.,f
148026,EXperimental Imperial IPA,37094,OK,US,American Imperial IPA, Limited (brewed once),9.2,No notes at this time.,t
61131,Red Rock Elephino,1412,UT,US,American Imperial IPA, Year-round,8,"Red Rock's Elephino (el-uh-fine-oh) Double India Pale Ale is an American style IPA. Its intense citrus, floral and perfume-like, resinous and piney aroma come from the use of a copious amount of American hops. This beer is double dry-hopped on whole leaf Amarillo hops for a vivid, fresh aroma. The huge hop profile is backed up by a malty sweetness that lends a hand in this fine creation's balance.",f
13883,Spiced Pumpkin Ale,12516,OH,US,Pumpkin Beer, Rotating,5,No notes at this time.,f
38427,Lectio Divina,16205,FL,US,Belgian Saison, Year-round,8,Lectio Divina is a cross between an abbey double and a saison. Open fermentation with a saison strain and a dose of wild yeast at bottling add to the complexity.,f
276710,Vader Saber,18823,TX,US,American Amber / Red Ale, Limited (brewed once),7.1,No notes at this time.,t
61275,Pile O' Dirt Porter,15943,SD,US,American Porter, Year-round,6,"This robust porter is black in color, is medium-bodied and has a rich, roasted malt flavor ending with a pleasing hop flavor and mild hop bitterness.",f
195649,Neutrino Pale Ale,33119,CT,US,American Pale Ale (APA), Rotating,5.3,No notes at this time.,f
244962,Kotvan's Single,34748,IL,US,Belgian Pale Ale, Limited (brewed once),6.5,No notes at this time.,t
193619,Lemon Battlecat,36710,FL,US,American Wild Ale, Rotating,5.5,No notes at this time.,f
40310,Noël Des Géants,4261,,BE,Herb and Spice Beer, Winter,8.5,No notes at this time.,f
59374,FoeHammer,22994,NC,US,British Barleywine, Rotating,10.5,No notes at this time.,t
208481,"Leaves Of Grass: December 4, 2015",22511,VT,US,Belgian Saison, Limited (brewed once),2.7,"Leaves of Grass represents our brewery's collective pursuit to create, explore and challenge. For each batch, we employ uniquely different processes and ingredients, all of which further our understanding of the art and science of brewing. ",t
201572,I'll Be Bock,35540,VA,US,German Bock, Rotating,6.5,No notes at this time.,f
202045,Mokra,24075,CO,US,Belgian Saison, Limited (brewed once),7.2,"Brettanomyces is a wild yeast strain that can give beer interesting, delicious fruit flavors, but sometimes Brett can be a fickle fellow. The Brett we threw into this brew was defiant. However, sometimes when you let Brett sit for a while, it will come around. We decided to let it sit in Bourbon barrels. This experiment took a year and a half, but came together and developed into a delightful brew. ",t
